Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value
458,Malaysia,2023,Major trading partner 2 (% of exports),China,,13.5
458,Malaysia,2015,Major trading partner 2 (% of imports),Singapore,,12
458,Malaysia,2020,Major trading partner 2 (% of imports),Singapore,,9.2
458,Malaysia,2023,Major trading partner 2 (% of imports),Singapore,,11.9
458,Malaysia,2015,Major trading partner 3 (% of exports),United States,,9.5
458,Malaysia,2020,Major trading partner 3 (% of exports),United States,,11.1
458,Malaysia,2023,Major trading partner 3 (% of exports),United States,,11.3
458,Malaysia,2015,Major trading partner 3 (% of imports),United States,,8.1
458,Malaysia,2020,Major trading partner 3 (% of imports),United States,,8.7
458,Malaysia,2023,Major trading partner 3 (% of imports),United States,,7.4
462,Maldives,2015,Major trading partner 1 (% of exports),Thailand,,25.4
462,Maldives,2020,Major trading partner 1 (% of exports),Thailand,,43.6
462,Maldives,2023,Major trading partner 1 (% of exports),Thailand,,53.9
462,Maldives,2015,Major trading partner 1 (% of imports),India,,11.9
462,Maldives,2020,Major trading partner 1 (% of imports),India,,13.2
462,Maldives,2023,Major trading partner 1 (% of imports),India,,15.6
462,Maldives,2015,Major trading partner 2 (% of exports),United Kingdom,,5.7
462,Maldives,2020,Major trading partner 2 (% of exports),United Kingdom,,7.2
462,Maldives,2023,Major trading partner 2 (% of exports),United Kingdom,,13.7
462,Maldives,2015,Major trading partner 2 (% of imports),Oman,,0.2
462,Maldives,2020,Major trading partner 2 (% of imports),Oman,,8.4
462,Maldives,2023,Major trading partner 2 (% of imports),Oman,,15.1
462,Maldives,2015,Major trading partner 3 (% of exports),Germany,,7
462,Maldives,2020,Major trading partner 3 (% of exports),Germany,,9.7
462,Maldives,2023,Major trading partner 3 (% of exports),Germany,,7.8
462,Maldives,2015,Major trading partner 3 (% of imports),United Arab Emirates,,16.7
462,Maldives,2020,Major trading partner 3 (% of imports),United Arab Emirates,,12.4
462,Maldives,2023,Major trading partner 3 (% of imports),United Arab Emirates,,12.9
466,Mali,2015,Major trading partner 1 (% of exports),United Arab Emirates,,7.6
466,Mali,2020,Major trading partner 1 (% of exports),United Arab Emirates,,0.5
466,Mali,2023,Major trading partner 1 (% of exports),United Arab Emirates,,79.2
466,Mali,2015,Major trading partner 1 (% of imports),Senegal,,19.5
466,Mali,2020,Major trading partner 1 (% of imports),Senegal,,22.5
466,Mali,2023,Major trading partner 1 (% of imports),Senegal,,17
466,Mali,2015,Major trading partner 2 (% of exports),Switzerland,,15
466,Mali,2020,Major trading partner 2 (% of exports),Switzerland,,35.6
466,Mali,2023,Major trading partner 2 (% of exports),Switzerland,,12.4
466,Mali,2015,Major trading partner 2 (% of imports),China,,15.6
466,Mali,2020,Major trading partner 2 (% of imports),China,,15.8
466,Mali,2023,Major trading partner 2 (% of imports),China,,14.3
466,Mali,2015,Major trading partner 3 (% of exports),Australia,,0.2
466,Mali,2020,Major trading partner 3 (% of exports),Australia,,0.2
466,Mali,2023,Major trading partner 3 (% of exports),Australia,,4.1
466,Mali,2015,Major trading partner 3 (% of imports),Côte d’Ivoire,,9.8
466,Mali,2020,Major trading partner 3 (% of imports),Côte d’Ivoire,,10.6
466,Mali,2023,Major trading partner 3 (% of imports),Côte d’Ivoire,,14.1
470,Malta,2015,Major trading partner 1 (% of exports),Germany,,9.6
470,Malta,2020,Major trading partner 1 (% of exports),Germany,,17.3
470,Malta,2023,Major trading partner 1 (% of exports),Germany,,26.9
470,Malta,2015,Major trading partner 1 (% of imports),Italy,,21.3
470,Malta,2020,Major trading partner 1 (% of imports),Italy,,22.9
470,Malta,2023,Major trading partner 1 (% of imports),Italy,,22.9
470,Malta,2015,Major trading partner 2 (% of exports),Japan,,3.1
470,Malta,2020,Major trading partner 2 (% of exports),Japan,,6.5
470,Malta,2023,Major trading partner 2 (% of exports),Japan,,6
470,Malta,2015,Major trading partner 2 (% of imports),Germany,,6.2
470,Malta,2020,Major trading partner 2 (% of imports),Germany,,6.8
470,Malta,2023,Major trading partner 2 (% of imports),Germany,,9
470,Malta,2015,Major trading partner 3 (% of exports),Italy,,4
470,Malta,2020,Major trading partner 3 (% of exports),Italy,,7.3
470,Malta,2023,Major trading partner 3 (% of exports),Italy,,5.4
470,Malta,2015,Major trading partner 3 (% of imports),France,,3.8
470,Malta,2020,Major trading partner 3 (% of imports),France,,6.8
470,Malta,2023,Major trading partner 3 (% of imports),France,,8.6
584,Marshall Islands,2015,Major trading partner 1 (% of exports),Netherlands,,0.2
584,Marshall Islands,2020,Major trading partner 1 (% of exports),Netherlands,,3
584,Marshall Islands,2023,Major trading partner 1 (% of exports),Netherlands,,17.8
584,Marshall Islands,2015,Major trading partner 1 (% of imports),Singapore,,29.6
584,Marshall Islands,2020,Major trading partner 1 (% of imports),Singapore,,29.5
584,Marshall Islands,2023,Major trading partner 1 (% of imports),Singapore,,32.7
584,Marshall Islands,2015,Major trading partner 2 (% of exports),United Kingdom,,0.1
584,Marshall Islands,2020,Major trading partner 2 (% of exports),United Kingdom,,0.7
584,Marshall Islands,2023,Major trading partner 2 (% of exports),United Kingdom,,12.9
584,Marshall Islands,2015,Major trading partner 2 (% of imports),China,,29.5
584,Marshall Islands,2020,Major trading partner 2 (% of imports),China,,33.7
584,Marshall Islands,2023,Major trading partner 2 (% of imports),China,,22.9
584,Marshall Islands,2015,Major trading partner 3 (% of exports),Germany,,0
584,Marshall Islands,2020,Major trading partner 3 (% of exports),Germany,,0
584,Marshall Islands,2023,Major trading partner 3 (% of exports),Germany,,9.9
584,Marshall Islands,2015,Major trading partner 3 (% of imports),Republic of Korea,,16.4
584,Marshall Islands,2020,Major trading partner 3 (% of imports),Republic of Korea,,15
584,Marshall Islands,2023,Major trading partner 3 (% of imports),Republic of Korea,,19.6
478,Mauritania,2015,Major trading partner 1 (% of exports),China,,31.7
478,Mauritania,2020,Major trading partner 1 (% of exports),China,,33.9
478,Mauritania,2023,Major trading partner 1 (% of exports),China,,23.3
478,Mauritania,2015,Major trading partner 1 (% of imports),United Arab Emirates,,12.1
478,Mauritania,2020,Major trading partner 1 (% of imports),United Arab Emirates,,14.2
478,Mauritania,2023,Major trading partner 1 (% of imports),United Arab Emirates,,18.3
478,Mauritania,2015,Major trading partner 2 (% of exports),Canada,,0
478,Mauritania,2020,Major trading partner 2 (% of exports),Canada,,10
478,Mauritania,2023,Major trading partner 2 (% of exports),Canada,,18.4
478,Mauritania,2015,Major trading partner 2 (% of imports),Spain,,3.5
478,Mauritania,2020,Major trading partner 2 (% of imports),Spain,,14.6
478,Mauritania,2023,Major trading partner 2 (% of imports),Spain,,16.1
478,Mauritania,2015,Major trading partner 3 (% of exports),Spain,,9.2
478,Mauritania,2020,Major trading partner 3 (% of exports),Spain,,6.6
478,Mauritania,2023,Major trading partner 3 (% of exports),Spain,,11.2
478,Mauritania,2015,Major trading partner 3 (% of imports),Japan,,2
478,Mauritania,2020,Major trading partner 3 (% of imports),Japan,,2.1
478,Mauritania,2023,Major trading partner 3 (% of imports),Japan,,6.8
480,Mauritius,2015,Major trading partner 1 (% of exports),France,,11.9
480,Mauritius,2020,Major trading partner 1 (% of exports),France,,11.4
480,Mauritius,2023,Major trading partner 1 (% of exports),France,,14.7
480,Mauritius,2015,Major trading partner 1 (% of imports),China,,18.2
480,Mauritius,2020,Major trading partner 1 (% of imports),China,,16.6
480,Mauritius,2023,Major trading partner 1 (% of imports),China,,15.8
480,Mauritius,2015,Major trading partner 2 (% of exports),South Africa,,8.6
480,Mauritius,2020,Major trading partner 2 (% of exports),South Africa,,11.8
480,Mauritius,2023,Major trading partner 2 (% of exports),South Africa,,10.8
480,Mauritius,2015,Major trading partner 2 (% of imports),United Arab Emirates,,1.5
480,Mauritius,2020,Major trading partner 2 (% of imports),United Arab Emirates,,12.3
480,Mauritius,2023,Major trading partner 2 (% of imports),United Arab Emirates,,11.1
480,Mauritius,2015,Major trading partner 3 (% of exports),United States,,10.6
480,Mauritius,2020,Major trading partner 3 (% of exports),United States,,9.7
480,Mauritius,2023,Major trading partner 3 (% of exports),United States,,9.4
480,Mauritius,2015,Major trading partner 3 (% of imports),India,,18.1
480,Mauritius,2020,Major trading partner 3 (% of imports),India,,9.5
480,Mauritius,2023,Major trading partner 3 (% of imports),India,,10.2
484,Mexico,2015,Major trading partner 1 (% of exports),United States,,81.3
484,Mexico,2020,Major trading partner 1 (% of exports),United States,,79.2
484,Mexico,2023,Major trading partner 1 (% of exports),United States,,79.6
484,Mexico,2015,Major trading partner 1 (% of imports),United States,,47.4
484,Mexico,2020,Major trading partner 1 (% of imports),United States,,43.9
484,Mexico,2023,Major trading partner 1 (% of imports),United States,,42.8
484,Mexico,2020,Major trading partner 2 (% of exports),Americas n.e.s,,2.1
484,Mexico,2023,Major trading partner 2 (% of exports),Americas n.e.s,,3.2
484,Mexico,2015,Major trading partner 2 (% of imports),China,,17.7
484,Mexico,2020,Major trading partner 2 (% of imports),China,,19.2
484,Mexico,2023,Major trading partner 2 (% of imports),China,,19.1
484,Mexico,2015,Major trading partner 3 (% of exports),Canada,,2.8
484,Mexico,2020,Major trading partner 3 (% of exports),Canada,,2.7
484,Mexico,2023,Major trading partner 3 (% of exports),Canada,,3
484,Mexico,2015,Major trading partner 3 (% of imports),Germany,,3.5
484,Mexico,2020,Major trading partner 3 (% of imports),Germany,,3.6
484,Mexico,2023,Major trading partner 3 (% of imports),Germany,,3.5
583,Micronesia (Fed. States of),2015,Major trading partner 1 (% of exports),Thailand,,50.3
583,Micronesia (Fed. States of),2020,Major trading partner 1 (% of exports),Thailand,,73.6
583,Micronesia (Fed. States of),2023,Major trading partner 1 (% of exports),Thailand,,66.7
583,Micronesia (Fed. States of),2015,Major trading partner 1 (% of imports),United States,,23.7
583,Micronesia (Fed. States of),2020,Major trading partner 1 (% of imports),United States,,40.7
583,Micronesia (Fed. States of),2023,Major trading partner 1 (% of imports),United States,,37.6
583,Micronesia (Fed. States of),2015,Major trading partner 2 (% of exports),China,,5.6
583,Micronesia (Fed. States of),2020,Major trading partner 2 (% of exports),China,,5.5
583,Micronesia (Fed. States of),2023,Major trading partner 2 (% of exports),China,,13.8
583,Micronesia (Fed. States of),2015,Major trading partner 2 (% of imports),China,,7.2
583,Micronesia (Fed. States of),2020,Major trading partner 2 (% of imports),China,,14.7
583,Micronesia (Fed. States of),2023,Major trading partner 2 (% of imports),China,,18.7
583,Micronesia (Fed. States of),2015,Major trading partner 3 (% of exports),Philippines,,0.3
583,Micronesia (Fed. States of),2020,Major trading partner 3 (% of exports),Philippines,,12.5
583,Micronesia (Fed. States of),2023,Major trading partner 3 (% of exports),Philippines,,9.5
583,Micronesia (Fed. States of),2015,Major trading partner 3 (% of imports),Japan,,12.5
583,Micronesia (Fed. States of),2020,Major trading partner 3 (% of imports),Japan,,12.1
583,Micronesia (Fed. States of),2023,Major trading partner 3 (% of imports),Japan,,12.2
496,Mongolia,2015,Major trading partner 1 (% of exports),China,,83.5
496,Mongolia,2020,Major trading partner 1 (% of exports),China,,72.5
496,Mongolia,2023,Major trading partner 1 (% of exports),China,,84.3
496,Mongolia,2015,Major trading partner 1 (% of imports),China,,35.8
496,Mongolia,2020,Major trading partner 1 (% of imports),China,,35.7
496,Mongolia,2023,Major trading partner 1 (% of imports),China,,34.8
496,Mongolia,2015,Major trading partner 2 (% of exports),Switzerland,,2.3
496,Mongolia,2020,Major trading partner 2 (% of exports),Switzerland,,22.2
496,Mongolia,2023,Major trading partner 2 (% of exports),Switzerland,,8.2
496,Mongolia,2015,Major trading partner 2 (% of imports),Russian Federation,,26.9
496,Mongolia,2020,Major trading partner 2 (% of imports),Russian Federation,,26.4
496,Mongolia,2023,Major trading partner 2 (% of imports),Russian Federation,,30.3
496,Mongolia,2015,Major trading partner 3 (% of exports),Singapore,,0.6
496,Mongolia,2020,Major trading partner 3 (% of exports),Singapore,,2
496,Mongolia,2023,Major trading partner 3 (% of exports),Singapore,,2.8
496,Mongolia,2015,Major trading partner 3 (% of imports),Japan,,7.2
496,Mongolia,2020,Major trading partner 3 (% of imports),Japan,,7.7
496,Mongolia,2023,Major trading partner 3 (% of imports),Japan,,7.7
499,Montenegro,2015,Major trading partner 1 (% of exports),Serbia,,22.1
499,Montenegro,2020,Major trading partner 1 (% of exports),Serbia,,28.3
499,Montenegro,2023,Major trading partner 1 (% of exports),Serbia,,21.3
499,Montenegro,2015,Major trading partner 1 (% of imports),Serbia,,28.1
499,Montenegro,2020,Major trading partner 1 (% of imports),Serbia,,19.8
499,Montenegro,2023,Major trading partner 1 (% of imports),Serbia,,17.4
499,Montenegro,2015,Major trading partner 2 (% of exports),Switzerland,,1.2
499,Montenegro,2020,Major trading partner 2 (% of exports),Switzerland,,2.2
499,Montenegro,2023,Major trading partner 2 (% of exports),Switzerland,,15.4
499,Montenegro,2015,Major trading partner 2 (% of imports),China,,10.3
499,Montenegro,2020,Major trading partner 2 (% of imports),China,,10.4
499,Montenegro,2023,Major trading partner 2 (% of imports),China,,9.3
499,Montenegro,2015,Major trading partner 3 (% of exports),Bosnia Herzegovina,,9.3
499,Montenegro,2020,Major trading partner 3 (% of exports),Bosnia Herzegovina,,6.2
499,Montenegro,2023,Major trading partner 3 (% of exports),Bosnia Herzegovina,,12.9
499,Montenegro,2015,Major trading partner 3 (% of imports),Greece,,6.2
499,Montenegro,2020,Major trading partner 3 (% of imports),Greece,,4.4
499,Montenegro,2023,Major trading partner 3 (% of imports),Greece,,8.3
500,Montserrat,2015,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,0
500,Montserrat,2020,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,8.5
500,Montserrat,2023,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,100
500,Montserrat,2015,Major trading partner 1 (% of imports),United States,,53
500,Montserrat,2020,Major trading partner 1 (% of imports),United States,,67.8
500,Montserrat,2023,Major trading partner 1 (% of imports),United States,,67.3
500,Montserrat,2015,Major trading partner 2 (% of imports),Antigua and Barbuda,,2.4
500,Montserrat,2020,Major trading partner 2 (% of imports),Antigua and Barbuda,,2.3
500,Montserrat,2023,Major trading partner 2 (% of imports),Antigua and Barbuda,,5.6
500,Montserrat,2015,Major trading partner 3 (% of imports),United Kingdom,,10.2
500,Montserrat,2020,Major trading partner 3 (% of imports),United Kingdom,,5.5
500,Montserrat,2023,Major trading partner 3 (% of imports),United Kingdom,,4.9
504,Morocco,2015,Major trading partner 1 (% of exports),Spain,,22.5
504,Morocco,2020,Major trading partner 1 (% of exports),Spain,,24.1
504,Morocco,2023,Major trading partner 1 (% of exports),Spain,,19.6
504,Morocco,2015,Major trading partner 1 (% of imports),Spain,,14.4
504,Morocco,2020,Major trading partner 1 (% of imports),Spain,,15.4
504,Morocco,2023,Major trading partner 1 (% of imports),Spain,,14.1
504,Morocco,2015,Major trading partner 2 (% of exports),France,,20.6
504,Morocco,2020,Major trading partner 2 (% of exports),France,,22
504,Morocco,2023,Major trading partner 2 (% of exports),France,,19.1
504,Morocco,2015,Major trading partner 2 (% of imports),France,,12.4
